name,iso_country,iso_region,municipality,iata_code,region,country_name
Jacqueline Cochran Regional Airport,US,US-CA,Palm Springs,TRM,California,United States of America
Portland Troutdale Airport,US,US-OR,Portland,TTD,Oregon,United States of America
Trenton Mercer Airport,US,US-NJ,Trenton,TTN,New Jersey,United States of America
Tulsa International Airport,US,US-OK,Tulsa,TUL,Oklahoma,United States of America
Tupelo Regional Airport,US,US-MS,Tupelo,TUP,Mississippi,United States of America
Tucson International Airport / Morris Air National Guard Base,US,US-AZ,Tucson,TUS,Arizona,United States of America
Cherry Capital Airport,US,US-MI,Traverse City,TVC,Michigan,United States of America
Lake Tahoe Airport,US,US-CA,South Lake Tahoe,TVL,California,United States of America
Joslin Field Magic Valley Regional Airport,US,US-ID,Twin Falls,TWF,Idaho,United States of America
Texarkana Regional Webb Field,US,US-AR,Texarkana,TXK,Arkansas,United States of America
Tyler Pounds Regional Airport,US,US-TX,Tyler,TYR,Texas,United States of America
McGhee Tyson Airport,US,US-TN,Knoxville,TYS,Tennessee,United States of America
Quincy Regional Baldwin Field,US,US-IL,Quincy,UIN,Illinois,United States of America
Ukiah Municipal Airport,US,US-CA,Ukiah,UKI,California,United States of America
University Park Airport,US,US-PA,State College,SCE,Pennsylvania,United States of America
University Oxford Airport,US,US-MS,Oxford,UOX,Mississippi,United States of America
Huntsville Regional Airport,US,US-TX,Huntsville,HTV,Texas,United States of America
Moody Air Force Base,US,US-GA,Valdosta,VAD,Georgia,United States of America
Vandenberg Air Force Base,US,US-CA,Lompoc,VBG,California,United States of America
Victoria Regional Airport,US,US-TX,Victoria,VCT,Texas,United States of America
Vernal Regional Airport,US,US-UT,Vernal,VEL,Utah,United States of America
North Las Vegas Airport,US,US-NV,Las Vegas,VGT,Nevada,United States of America
Valdosta Regional Airport,US,US-GA,Valdosta,VLD,Georgia,United States of America
Van Nuys Airport,US,US-CA,Van Nuys,VNY,California,United States of America
Volk Field,US,US-WI,Camp Douglas,VOK,Wisconsin,United States of America
Destin-Ft Walton Beach Airport,US,US-FL,Valparaiso,VPS,Florida,United States of America
Porter County Municipal Airport,US,US-IN,Valparaiso,VPZ,Indiana,United States of America
Vero Beach Regional Airport,US,US-FL,Vero Beach,VRB,Florida,United States of America
Miller Field,US,US-NE,Valentine,VTN,Nebraska,United States of America
General WM J Fox Airfield,US,US-CA,Lancaster,WJF,California,United States of America
Winnemucca Municipal Airport,US,US-NV,Winnemucca,WMC,Nevada,United States of America
Robins Air Force Base,US,US-GA,Warner Robins,WRB,Georgia,United States of America
Mc Guire Air Force Base,US,US-NJ,Wrightstown,WRI,New Jersey,United States of America
Worland Municipal Airport,US,US-WY,Worland,WRL,Wyoming,United States of America
Cape May County Airport,US,US-NJ,Wildwood,WWD,New Jersey,United States of America
West Woodward Airport,US,US-OK,Woodward,WWR,Oklahoma,United States of America
Yellowstone Airport,US,US-MT,West Yellowstone,WYS,Montana,United States of America
Northwest Arkansas Regional Airport,US,US-AR,Fayetteville/Springdale/Rogers,XNA,Arkansas,United States of America
Willow Run Airport,US,US-MI,Detroit,YIP,Michigan,United States of America
Yakima Air Terminal McAllister Field,US,US-WA,Yakima,YKM,Washington,United States of America
Chan Gurney Municipal Airport,US,US-SD,Yankton,YKN,South Dakota,United States of America
Youngstown Warren Regional Airport,US,US-OH,Youngstown/Warren,YNG,Ohio,United States of America
Zanesville Municipal Airport,US,US-OH,Zanesville,ZZV,Ohio,United States of America
"Warren ""Bud"" Woods Palmer Municipal Airport",US,US-AK,Palmer,PAQ,Alaska,United States of America
Barter Island LRRS Airport,US,US-AK,Barter Island Lrrs,BTI,Alaska,United States of America
Bethel Airport,US,US-AK,Bethel,BET,Alaska,United States of America
Allen Army Airfield,US,US-AK,Delta Junction Ft Greely,BIG,Alaska,United States of America
Buckland Airport,US,US-AK,Buckland,BKC,Alaska,United States of America
Wiley Post Will Rogers Memorial Airport,US,US-AK,UtqiaÄ¡vik,BRW,Alaska,United States of America
Bettles Airport,US,US-AK,Bettles,BTT,Alaska,United States of America
Cold Bay Airport,US,US-AK,Cold Bay,CDB,Alaska,United States of America
Scammon Bay Airport,US,US-AK,Scammon Bay,SCM,Alaska,United States of America
Merle K (Mudhole) Smith Airport,US,US-AK,Cordova,CDV,Alaska,United States of America
Cape Romanzof LRRS Airport,US,US-AK,Cape Romanzof,CZF,Alaska,United States of America
Deering Airport,US,US-AK,Deering,DRG,Alaska,United States of America
Adak Airport,US,US-AK,Adak Island,ADK,Alaska,United States of America
Dillingham Airport,US,US-AK,Dillingham,DLG,Alaska,United States of America
Marshall Don Hunter Sr Airport,US,US-AK,Marshall,MLL,Alaska,United States of America
Kodiak Airport,US,US-AK,Kodiak,ADQ,Alaska,United States of America
Unalaska Airport,US,US-AK,Unalaska,DUT,Alaska,United States of America
Elmendorf Air Force Base,US,US-AK,Anchorage,EDF,Alaska,United States of America
Cape Newenham LRRS Airport,US,US-AK,Cape Newenham,EHM,Alaska,United States of America
Eielson Air Force Base,US,US-AK,Fairbanks,EIL,Alaska,United States of America
Emmonak Airport,US,US-AK,Emmonak,EMK,Alaska,United States of America
Kenai Municipal Airport,US,US-AK,Kenai,ENA,Alaska,United States of America
Fairbanks International Airport,US,US-AK,Fairbanks,FAI,Alaska,United States of America
Ladd AAF Airfield,US,US-AK,Fairbanks/Ft Wainwright,FBK,Alaska,United States of America
Ambler Airport,US,US-AK,Ambler,ABL,Alaska,United States of America
Edward G. Pitka Sr Airport,US,US-AK,Galena,GAL,Alaska,United States of America
Gulkana Airport,US,US-AK,Gulkana,GKN,Alaska,United States of America
Gambell Airport,US,US-AK,Gambell,GAM,Alaska,United States of America
Gustavus Airport,US,US-AK,Gustavus,GST,Alaska,United States of America
Holy Cross Airport,US,US-AK,Holy Cross,HCR,Alaska,United States of America
Huslia Airport,US,US-AK,Huslia,HSL,Alaska,United States of America
Haines Airport,US,US-AK,Haines,HNS,Alaska,United States of America
Homer Airport,US,US-AK,Homer,HOM,Alaska,United States of America
Hooper Bay Airport,US,US-AK,Hooper Bay,HPB,Alaska,United States of America
Egegik Airport,US,US-AK,Egegik,EGX,Alaska,United States of America
Bob Baker Memorial Airport,US,US-AK,Kiana,IAN,Alaska,United States of America
Iliamna Airport,US,US-AK,Iliamna,ILI,Alaska,United States of America
Indian Mountain LRRS Airport,US,US-AK,Utopia Creek,UTO,Alaska,United States of America
Juneau International Airport,US,US-AK,Juneau,JNU,Alaska,United States of America
King Salmon Airport,US,US-AK,King Salmon,AKN,Alaska,United States of America
Anaktuvuk Pass Airport,US,US-AK,Anaktuvuk Pass,AKP,Alaska,United States of America
Ketchikan International Airport,US,US-AK,Ketchikan,KTN,Alaska,United States of America
Klawock Airport,US,US-AK,Klawock,KLW,Alaska,United States of America
Cape Lisburne LRRS Airport,US,US-AK,Cape Lisburne,LUR,Alaska,United States of America
McGrath Airport,US,US-AK,McGrath,MCG,Alaska,United States of America
Merrill Field,US,US-AK,Anchorage,MRI,Alaska,United States of America
Mekoryuk Airport,US,US-AK,Mekoryuk,MYU,Alaska,United States of America
Ted Stevens Anchorage International Airport,US,US-AK,Anchorage,ANC,Alaska,United States of America
Aniak Airport,US,US-AK,Aniak,ANI,Alaska,United States of America
Nenana Municipal Airport,US,US-AK,Nenana,ENN,Alaska,United States of America
Annette Island Airport,US,US-AK,Annette,ANN,Alaska,United States of America
Anvik Airport,US,US-AK,Anvik,ANV,Alaska,United States of America
Nome Airport,US,US-AK,Nome,OME,Alaska,United States of America
Northway Airport,US,US-AK,Northway,ORT,Alaska,United States of America
Ralph Wien Memorial Airport,US,US-AK,Kotzebue,OTZ,Alaska,United States of America
St George Airport,US,US-AK,St George,STG,Alaska,United States of America
Port Clarence Coast Guard Station,US,US-AK,Port Clarence,KPC,Alaska,United States of America
Petersburg James A Johnson Airport,US,US-AK,Petersburg,PSG,Alaska,United States of America
Port Heiden Airport,US,US-AK,Port Heiden,PTH,Alaska,United States of America
Platinum Airport,US,US-AK,Platinum,PTU,Alaska,United States of America
Nuiqsut Airport,US,US-AK,Nuiqsut,NUI,Alaska,United States of America
Arctic Village Airport,US,US-AK,Arctic Village,ARC,Alaska,United States of America
Ruby Airport,US,US-AK,Ruby,RBY,Alaska,United States of America
Savoonga Airport,US,US-AK,Savoonga,SVA,Alaska,United States of America
Deadhorse Airport,US,US-AK,Deadhorse,SCC,Alaska,United States of America
Sand Point Airport,US,US-AK,Sand Point,SDP,Alaska,United States of America
Shishmaref Airport,US,US-AK,Shishmaref,SHH,Alaska,United States of America
Sitka Rocky Gutierrez Airport,US,US-AK,Sitka,SIT,Alaska,United States of America
Selawik Airport,US,US-AK,Selawik,WLK,Alaska,United States of America
St Mary's Airport,US,US-AK,St Mary's,KSM,Alaska,United States of America
St Paul Island Airport,US,US-AK,St Paul Island,SNP,Alaska,United States of America
Sparrevohn LRRS Airport,US,US-AK,Sparrevohn,SVW,Alaska,United States of America
Soldotna Airport,US,US-AK,Soldotna,SXQ,Alaska,United States of America
Eareckson Air Station,US,US-AK,Shemya,SYA,Alaska,United States of America
Togiak Airport,US,US-AK,Togiak Village,TOG,Alaska,United States of America
Talkeetna Airport,US,US-AK,Talkeetna,TKA,Alaska,United States of America
Tatalina LRRS Airport,US,US-AK,Takotna,TLJ,Alaska,United States of America
Atqasuk Edward Burnell Sr Memorial Airport,US,US-AK,Atqasuk,ATK,Alaska,United States of America
Valdez Pioneer Field,US,US-AK,Valdez,VDZ,Alaska,United States of America
Kivalina Airport,US,US-AK,Kivalina,KVL,Alaska,United States of America
Seward Airport,US,US-AK,Seward,SWD,Alaska,United States of America
Wrangell Airport,US,US-AK,Wrangell,WRG,Alaska,United States of America
Wainwright Airport,US,US-AK,Wainwright,AIN,Alaska,United States of America
Noatak Airport,US,US-AK,Noatak,WTK,Alaska,United States of America
Wasilla Airport,US,US-AK,Wasilla,WWA,Alaska,United States of America
Yakutat Airport,US,US-AK,Yakutat,YAK,Alaska,United States of America
Fort Yukon Airport,US,US-AK,Fort Yukon,FYU,Alaska,United States of America
Barking Sands Airport,US,US-HI,Kekaha,BKH,Hawaii,United States of America
Dillingham Airfield,US,US-HI,Mokuleia,HDH,Hawaii,United States of America
Wheeler Army Airfield,US,US-HI,Wahiawa,HHI,Hawaii,United States of America
Hana Airport,US,US-HI,Hana,HNM,Hawaii,United States of America
Kapalua Airport,US,US-HI,Lahaina,JHM,Hawaii,United States of America
Kalaeloa Airport,US,US-HI,Kapolei,JRF,Hawaii,United States of America
Ellison Onizuka Kona International At Keahole Airport,US,US-HI,Kailua/Kona,KOA,Hawaii,United States of America
Lihue Airport,US,US-HI,Lihue,LIH,Hawaii,United States of America
Molokai Airport,US,US-HI,Kaunakakai,MKK,Hawaii,United States of America
Waimea Kohala Airport,US,US-HI,Kamuela,MUE,Hawaii,United States of America
Kaneohe Bay MCAS (Marion E. Carl Field) Airport,US,US-HI,Kaneohe,NGF,Hawaii,United States of America
Daniel K Inouye International Airport,US,US-HI,Honolulu,HNL,Hawaii,United States of America
Lanai Airport,US,US-HI,Lanai City,LNY,Hawaii,United States of America
Kahului Airport,US,US-HI,Kahului,OGG,Hawaii,United States of America
Bradshaw Army Airfield,US,US-HI,Camp Pohakuloa,BSF,Hawaii,United States of America
Hilo International Airport,US,US-HI,Hilo,ITO,Hawaii,United States of America
Upolu Airport,US,US-HI,Hawi,UPP,Hawaii,United States of America
Point Lay LRRS Airport,US,US-AK,Point Lay,PIZ,Alaska,United States of America
Williston Basin International Airport,US,US-ND,Williston,XWA,North Dakota,United States of America
Modi,US,US-CA,California,XXZ,California,United States of America
Santa Bernardina International Airport,UY,UY-DU,Durazno,DZO,Durazno,Uruguay
Capitan Corbeta CA Curbelo International Airport,UY,UY-MA,Punta del Este,PDP,Maldonado,Uruguay
Carrasco International /General C L Berisso Airport,UY,UY-CA,Montevideo,MVD,Canelones,Uruguay
Nueva Hesperides International Airport,UY,UY-SA,Salto,STY,Salto,Uruguay
Urgench Airport,UZ,UZ-XO,Urgench,UGC,Xorazm,Uzbekistan
Bukhara Airport,UZ,UZ-BU,Bukhara,BHK,Buxoro,Uzbekistan
Samarkand Airport,UZ,UZ-SA,Samarkand,SKD,Samarqand,Uzbekistan
Termez Airport,UZ,UZ-SU,Termez,TMJ,Surxondaryo,Uzbekistan
Tashkent International Airport,UZ,UZ-TK,Tashkent,TAS,Toshkent,Uzbekistan
Argyle International Airport,VC,VC-04,Kingstown,SVD,Saint George,Saint Vincent and the Grenadines
J F Mitchell Airport,VC,VC-06,Bequia,BQU,Grenadines,Saint Vincent and the Grenadines
Canouan Airport,VC,VC-06,Canouan,CIW,Grenadines,Saint Vincent and the Grenadines
Mustique Airport,VC,VC-06,Mustique Island,MQS,Grenadines,Saint Vincent and the Grenadines
Union Island International Airport,VC,VC-06,Union Island,UNI,Grenadines,Saint Vincent and the Grenadines
Oswaldo Guevara Mujica Airport,VE,VE-P,Acarigua,AGV,Portuguesa,"Venezuela, Bolivarian Republic of"
Anaco Airport,VE,VE-B,Anaco,AAO,Anzoategui,"Venezuela, Bolivarian Republic of"
General JosÃ© Antonio Anzoategui International Airport,VE,VE-B,Barcelona,BLA,Anzoategui,"Venezuela, Bolivarian Republic of"
Barinas Airport,VE,VE-E,Barinas,BNS,Barinas,"Venezuela, Bolivarian Republic of"
Barquisimeto International Airport,VE,VE-K,Barquisimeto,BRM,Lara,"Venezuela, Bolivarian Republic of"
Escuela Mariscal Sucre Airport,VE,VE-D,Maracay,MYC,Aragua,"Venezuela, Bolivarian Republic of"
Tomas de Heres Airport,VE,VE-F,Ciudad Bol�var,CBL,Bolivar,"Venezuela, Bolivarian Republic of"
Caicara del Orinoco Airport,VE,VE-F,Caicara del Orinoco Airport,CXA,Bolivar,"Venezuela, Bolivarian Republic of"
Calabozo Airport,VE,VE-J,Guarico,CLZ,Guarico,"Venezuela, Bolivarian Republic of"
Canaima Airport,VE,VE-F,Canaima,CAJ,Bolivar,"Venezuela, Bolivarian Republic of"
Carora Airport,VE,VE-K,Carora,VCR,Lara,"Venezuela, Bolivarian Republic of"
General Francisco BermÃºdez Airport,VE,VE-R,Carupano,CUP,Sucre,"Venezuela, Bolivarian Republic of"
JosÃ© Leonardo Chirinos Airport,VE,VE-I,Coro,CZE,Falcon,"Venezuela, Bolivarian Republic of"
CumanÃ¡ (Antonio JosÃ© de Sucre) Airport,VE,VE-R,Cumana,CUM,Sucre,"Venezuela, Bolivarian Republic of"
El Dorado Airport,VE,VE-F,Bolivar,EOR,Bolivar,"Venezuela, Bolivarian Republic of"
